reference_number;entry_date;amount;debit_account_code;credit_account_code;debit_account_name_src;credit_account_name_src;txn_description;classification_code;work_item_code;expenses_code;transaction_classification name;work_items  descrip;expenses_categories description
1062-01;11/08/2022;3305;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب سياره الموقع حتي يوم 11/8;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1063-01;11/08/2022;900;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب العامل مصطفي حتي يوم 10/8;5;1;70005;دفعة مقاول;مصاريف ادارية;العامل مصطفي
1064-01;11/08/2022;6000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دفعه من مستخلص محمد محمد شحاته ( ابو عمرو);2;24;1100;صرف خزينة;نجاره مسلحه ;محمد شحاتة
1065-01;11/08/2022;970;1110;1410;الخزينة;الأثاث والتجهيزات;شراء شعله وانبوبه غاز للغفير+ كلابش;2;35;1;صرف خزينة;اصول;اثاث
1066-01;11/08/2022;2700;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب مياه الاحلال ;5;40;70001;دفعة مقاول;مياه;مصطفي مياه
1067-01;11/08/2022;600;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب مياه العاديات;5;40;70001;دفعة مقاول;مياه;مصطفي مياه
1068-01;11/08/2022;1950;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب فرمجه مسلحه;5;6;1149;دفعة مقاول;خرسانة مسلحة;محمد نصر فرمجه
1069-01;11/08/2022;1000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب فرمجه عاديه;5;5;1149;دفعة مقاول;خرسانة عادية;محمد نصر فرمجه
1070-01;11/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب اعمده 43;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1071-01;11/08/2022;3000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (منتصر );5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
1072-01;11/08/2022;3000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (محمد صبري);5;24;1101;دفعة مقاول;نجاره مسلحه ;محمد صبرى
1073-01;11/08/2022;2000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (علي محمد);5;24;1105;دفعة مقاول;نجاره مسلحه ;على محمد خليل
1074-01;11/08/2022;6000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (صبري عبد المعطي);5;24;1097;دفعة مقاول;نجاره مسلحه ;صبرى عبدالمعطى
1075-01;11/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (محمد جمال);5;24;1099;دفعة مقاول;نجاره مسلحه ;محمد جمال
1076-01;11/08/2022;3000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (حماده بخيت);5;24;1096;دفعة مقاول;نجاره مسلحه ;حمادة عبدالعال
1077-01;11/08/2022;10000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلصحداده (عبد الرحمن);5;43;1098;دفعة مقاول;حداده مسلحه;عبدالرحمن
1078-01;11/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحفر (ياسين);5;3;1104;دفعة مقاول;تجهيز موقع;ياسين حفر
1079-01;11/08/2022;10000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحلال (ياسين);5;41;5221;دفعة مقاول;احلال;ياسين رمال 
1080-01;11/08/2022;8000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحداده (محمود);5;43;1102;دفعة مقاول;حداده مسلحه;محمود الحداد
1082-01;11/08/2022;2000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;باقي غفره العرب ( ابومالك);2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1083-01;11/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر دكاك يدوي ادك التربه قبل عاديه 26;2;3;24;صرف خزينة;تجهيز موقع;تسويه التربه 
1084-01;11/08/2022;430;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ماده لتزريع الاشاير واجار هيلتي ( اشاير اعمده ارضي عماره 37);2;6;63;صرف خزينة;خرسانة مسلحة;خدمات مؤقتة
1085-01;13/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1086-01;13/08/2022;45;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;19لتر ماء حلو للكرافان;2;1;53;صرف خزينة;مصاريف ادارية;مياة
1087-01;14/08/2022;35;1110;5100;الخزينة;تكاليف تنفيذ مباشرة; 19لتر ماء للكرافان;2;40;53;صرف خزينة;مياه;مياة
1088-01;14/08/2022;30;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2ك سكر ;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1089-01;14/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;كلابش لانبوبه الغفير;2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1090-01;14/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;انبوبه غاز للمهندس طارق;2;1;6;صرف خزينة;مصاريف ادارية;مصاريف استراحة
1091-01;14/08/2022;200;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;من حساب سياره الموقع ( امير);5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1092-01;14/08/2022;100;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;من حساب العامل مصطفي ( ابورهف);5;1;70005;دفعة مقاول;مصاريف ادارية;العامل مصطفي
1093-01;15/08/2022;46;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سكر +ماء حلو للكرافان;2;1;53;صرف خزينة;مصاريف ادارية;مياة
1094-01;15/08/2022;75;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;زيت للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1095-01;15/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( حماده );5;24;1096;دفعة مقاول;نجاره مسلحه ;حمادة عبدالعال
1096-01;15/08/2022;33;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ضيافه استشاري ;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1097-01;15/08/2022;90;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;شراء ينسون وكركديه ونسكافيه;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1098-01;15/08/2022;480;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2يوميه عمل بسكوت عمدان 41;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1099-01;15/08/2022;240;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميه عمل علب قواعد اعمده 43;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1100-01;15/08/2022;240;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميه عمل علب قواعد اعمده 37;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1101-01;15/08/2022;240;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميه عمل علب قواعد اعمده 31;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1102-01;15/08/2022;340;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب العامل مصطفي ;5;1;70005;دفعة مقاول;مصاريف ادارية;العامل مصطفي
1103-01;15/08/2022;1100;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب سياره الموقع ( امير );5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1104-01;15/08/2022;250;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ايجار دكك يدوي + مواصلات 26.28.;2;3;24;صرف خزينة;تجهيز موقع;تسويه التربه 
1105-01;15/08/2022;1000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سلفه من راتب فتحي الغفير;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1106-01;16/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ايجار دكاك يدوي  28;2;3;24;صرف خزينة;تجهيز موقع;تسويه التربه 
1107-01;16/08/2022;350;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;10 شكاير بسكوت;2;6;49;صرف خزينة;خرسانة مسلحة;لوازم و مهمات
1108-01;16/08/2022;530;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;عده موقع ( مسطرين +قصعه +2جوانتي+جنزير );2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1109-01;16/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب عاديه 27;2;1;113;صرف خزينة;مصاريف ادارية;سهره استشاري
1110-01;16/08/2022;125;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1111-01;16/08/2022;170;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميه تركيب بسكوت عمدان 38;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1112-01;16/08/2022;200;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب العامل مصطفي ;5;1;70005;دفعة مقاول;مصاريف ادارية;العامل مصطفي
1113-01;17/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1114-01;17/08/2022;35;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;قاروره ماء حلو للموقع 19لتر;2;1;53;صرف خزينة;مصاريف ادارية;مياة
1115-01;17/08/2022;650;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دفعه من حساب سياره الموقع;2;36;70000;صرف خزينة;سيارات مؤجره ;امير سياره موقع 1
1116-01;17/08/2022;1200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2تقرير معاينه قاع حفر عمارة 40.41;2;4;3;صرف خزينة;حفر وردم وتسوية;اختبارات
1117-01;17/08/2022;1160;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;حساب مياه الكرافان وحوض المعالجه وحوض الزرع خلال الاسبوع( محمد فوزي);2;40;70002;صرف خزينة;مياه;محمد فوزي
1121-01;18/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( علي محمد );5;24;1105;دفعة مقاول;نجاره مسلحه ;على محمد خليل
1122-01;18/08/2022;700;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميات  صنايعي و2 عمال بناء علب اعمده 30.38.;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1123-01;18/08/2022;11250;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ايجار شقه جديده للمهندسيين ( شهر مقدم 4500 ج +سمسره 2250ج;2;1;62;صرف خزينة;مصاريف ادارية;إيجار شقق
1124-01;18/08/2022;4500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;شهر تامين لسكن الموظفين في بدايه الايجار;2;1;21;صرف خزينة;مصاريف ادارية;تامين لدي الغير
1125-01;18/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;كالون جديد للشقه;2;1;6;صرف خزينة;مصاريف ادارية;مصاريف استراحة
1126-01;18/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب عاديه 26;2;5;11;صرف خزينة;خرسانة عادية;اكراميات
1127-01;18/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب مسلحه 38;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1128-01;18/08/2022;380;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب مصطفي العامل;5;1;70005;دفعة مقاول;مصاريف ادارية;العامل مصطفي
1129-01;18/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب عاديه 26;2;5;113;صرف خزينة;خرسانة عادية;سهره استشاري
1130-01;18/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب مسلحه 38;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1131-01;18/08/2022;700;1110;5100;الخزينة;تكاليف تنفيذ مباشرة; 4يوميات تركيب بسكوت عمارات 29.38.26.;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1132-01;18/08/2022;1690;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;شراء سفاتي لمهندسين الاستشاري;2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1133-01;18/08/2022;800;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر تنزيل الخشب يوم 13/8;2;6;36;صرف خزينة;خرسانة مسلحة;مصاريف سفر و انتقال
1134-01;18/08/2022;1350;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب سياره الموقع ;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1135-01;18/08/2022;1700;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب الفرمجي محمد نصر ;5;6;1149;دفعة مقاول;خرسانة مسلحة;محمد نصر فرمجه
1136-01;18/08/2022;400;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب لودر عادل الجمل;5;3;1152;دفعة مقاول;تجهيز موقع;عادل لودر الجمل
1137-01;18/08/2022;2000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( منتصر);5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
1138-01;18/08/2022;2100;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب مياه مصطفي;5;40;70001;دفعة مقاول;مياه;مصطفي مياه
1139-01;18/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب 24;2;5;113;صرف خزينة;خرسانة عادية;سهره استشاري
1140-01;19/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه صب عاديه عماره 28;2;5;11;صرف خزينة;خرسانة عادية;اكراميات
1141-01;19/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه صب مسلحه 29;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1142-01;19/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري عماره 28;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1143-01;19/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2وجبه مهندسين السهره عمارات 26.عاديه .38 مسلحه;2;6;18;صرف خزينة;خرسانة مسلحة;بوفية وضيافة
1144-01;19/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;وجبه المهندسين في سهرات الصب 28;2;5;18;صرف خزينة;خرسانة عادية;بوفية وضيافة
1145-01;21/08/2022;700;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر بنا+2 عامل لبناء علب القواعد المسلحه 42;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1146-01;21/08/2022;300;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ايجار دكاك يدوي يومان عماره 28;2;3;24;صرف خزينة;تجهيز موقع;تسويه التربه 
1147-01;21/08/2022;350;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;شراء 10شكاره بسكوت لاعمده 31;2;6;49;صرف خزينة;خرسانة مسلحة;لوازم و مهمات
1148-01;21/08/2022;460;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين سياره م.محمد مشرف;2;1;37;صرف خزينة;مصاريف ادارية;سيارات الشركة
1149-01;21/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه سياره الحدبد;2;26;11;صرف خزينة;حديد;اكراميات
1150-01;21/08/2022;88;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مياه + سكر +شاي;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1151-01;21/08/2022;170;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1152-01;21/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;من حساب يوميات احمد الصعيدي الغفير;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1153-01;21/08/2022;1220;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الاحلال ( ياسين );5;41;5221;دفعة مقاول;احلال;ياسين رمال 
1154-01;21/08/2022;4680;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;ايجار لودر ياسين;5;3;1151;دفعة مقاول;تجهيز موقع;ياسين لودر
1155-01;21/08/2022;2100;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;ايجار هراس ياسين;5;3;1150;دفعة مقاول;تجهيز موقع;ياسين هراس
1156-01;21/08/2022;7000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحفر ( ياسين );5;4;1104;دفعة مقاول;حفر وردم وتسوية;ياسين حفر
1157-01;21/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره منتصر;5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
1158-01;21/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره محمد صبري;5;24;1101;دفعة مقاول;نجاره مسلحه ;محمد صبرى
1159-01;21/08/2022;7000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره محمد جمال;5;24;1099;دفعة مقاول;نجاره مسلحه ;محمد جمال
1160-01;21/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره محمد شحاته;5;24;1100;دفعة مقاول;نجاره مسلحه ;محمد شحاتة
1161-01;21/08/2022;3000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره صبري عبد المعطي;5;24;1097;دفعة مقاول;نجاره مسلحه ;صبرى عبدالمعطى
1162-01;21/08/2022;10000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره حماده عبد العال;5;24;1096;دفعة مقاول;نجاره مسلحه ;حمادة عبدالعال
1163-01;21/08/2022;400;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميات تركيب بسكوت عماره 31;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1164-01;21/08/2022;3900;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب لودر عادل ;5;3;1152;دفعة مقاول;تجهيز موقع;عادل لودر الجمل
1165-01;21/08/2022;1000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب سياره الموقع;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1166-01;21/08/2022;35;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه موظف البنك لسحب مستعجل  + عموله سحب من الماكينه;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
1167-01;22/08/2022;500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ورق طباعه a3+a4;2;1;4;صرف خزينة;مصاريف ادارية;ادوات مكتبيه 
1168-01;22/08/2022;17;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اقلام ;2;1;4;صرف خزينة;مصاريف ادارية;ادوات مكتبيه 
1169-01;22/08/2022;35;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مياه للكرافان;2;1;53;صرف خزينة;مصاريف ادارية;مياة
1170-01;22/08/2022;7000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( علي محمد );5;24;1105;دفعة مقاول;نجاره مسلحه ;على محمد خليل
1171-01;22/08/2022;3000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;علب ;2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1172-01;22/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (منتصر);5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
1173-01;22/08/2022;500;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;خصم علي لودر عادل واعطيت لمنتصر النجار ( بسبب تكسير خشب);5;3;1152;دفعة مقاول;تجهيز موقع;عادل لودر الجمل
1174-01;22/08/2022;300;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;جزء من حساب العامل ( محمود);2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1175-01;22/08/2022;20000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحداده ( محمود);5;43;1102;دفعة مقاول;حداده مسلحه;محمود الحداد
1176-01;22/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحداده (محمد رمضان);5;6;1106;دفعة مقاول;خرسانة مسلحة;محمد رمضان
1177-01;22/08/2022;2000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;تعديل اعمده عماره 30;2;6;8;صرف خزينة;خرسانة مسلحة;اصلاح وصيانة
1178-01;23/08/2022;35;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;19لتر ماء حلو للكرافان;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1179-01;23/08/2022;600;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دفعه من حساب سياره الموقع 2  ;2;36;70000;صرف خزينة;سيارات مؤجره ;امير سياره موقع 1
1180-01;23/08/2022;18000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دفعه من مستخلص الحداده ( عبد الرحمن);2;43;1098;صرف خزينة;حداده مسلحه;عبدالرحمن
1181-01;23/08/2022;300;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب مسلحه 25 واكراميه البمب;2;1;113;صرف خزينة;مصاريف ادارية;سهره استشاري
1182-01;23/08/2022;400;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;4يوميات عماله الغفر في ارنكه ورش مياه المعالجه العاديه لعمارات 26.27.28.25.32;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1183-01;25/08/2022;37;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;19لتر ماء حلو للكرافان;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1184-01;25/08/2022;90;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2علبه حفظ ملفات;2;1;4;صرف خزينة;مصاريف ادارية;ادوات مكتبيه 
1185-01;25/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1186-01;25/08/2022;60;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;علاج لاحمد الغفير  بسبب اصابه في العمل;2;1;43;صرف خزينة;مصاريف ادارية;مصاريف علاج
1187-01;25/08/2022;40;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;طباعه اوراق a0;2;1;26;صرف خزينة;مصاريف ادارية;مصاريف تصوير
1188-01;25/08/2022;500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميه بنا ومساعد  ( عمل علب قواعد عماره 42);2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1189-01;25/08/2022;15;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مصاريف سحب نقديه من ATM;2;1;17;صرف خزينة;مصاريف ادارية;بنكية
1190-01;25/08/2022;1000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;فرمجه ( محمد نصر );5;5;1149;دفعة مقاول;خرسانة عادية;محمد نصر فرمجه
1191-01;25/08/2022;28;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مياه معدنيه للاستشاري;2;1;82;صرف خزينة;مصاريف ادارية;مصاريف استشارى
1192-01;25/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه سياره الحدبد;2;26;11;صرف خزينة;حديد;اكراميات
1193-01;25/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميات غفير في رش ماء معالجه مسلحات 29.25;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1194-01;25/08/2022;520;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;راتب غفير حضر في العمل 4 ايام ثم انقطع عن العمل ( احمد);2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1195-01;25/08/2022;520;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;راتب غفير حضر في العمل 4 ايام ثم انقطع عن العمل ( سعيد);2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1196-01;25/08/2022;1150;1110;2110;الخزينة;ذمم تجارية - موردي المواد;حساب شركه الفتح ( توريد طن اسمنت);6;27;5180;دفعة مورد;اسمنت ;شركة الفتح
1197-01;25/08/2022;1300;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب سياره الموقع;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1198-01;25/08/2022;800;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( حماده );5;24;1096;دفعة مقاول;نجاره مسلحه ;حمادة عبدالعال
1199-01;25/08/2022;1000;5100;1110;تكاليف تنفيذ مباشرة;الخزينة;سلفه من راتب م. احمد توفيق;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1200-01;25/08/2022;1450;5100;1110;تكاليف تنفيذ مباشرة;الخزينة;حساب سركي العامل محمود;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1201-01;25/08/2022;100;5100;1110;تكاليف تنفيذ مباشرة;الخزينة;اكراميه بمب ( صب مسلحه 27);2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
1202-01;25/08/2022;250;5100;1110;تكاليف تنفيذ مباشرة;الخزينة;سهره استشاري صب مسلحه 27;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1203-01;25/08/2022;745;5100;1110;تكاليف تنفيذ مباشرة;الخزينة;حساب سركي العامل سعد شتيوي;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1204-01;27/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه سواق الحديد;2;26;11;صرف خزينة;حديد;اكراميات
1205-01;27/08/2022;900;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;4لفات خرطوم كهرباء 16م ( المخزن);2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1206-01;27/08/2022;325;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;1لفات خرطوم كهرباء 23م ( المخزن);2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1207-01;27/08/2022;1265;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;كرتات الطريق للكرافان;2;1;71;صرف خزينة;مصاريف ادارية;رسوم طريق
1208-01;27/08/2022;4000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر نقل الكرافان;2;1;55;صرف خزينة;مصاريف ادارية;نقل وتعتيق
1209-01;28/08/2022;252;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دهان للكرافان ( جالون برايمر +فرشه وسنفره +لتر نفط );2;30;49;صرف خزينة;كرفان ;لوازم و مهمات
1210-01;28/08/2022;1000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر كلار ك لتنزيل الكرافان;2;30;55;صرف خزينة;كرفان ;نقل وتعتيق
