tx_key,entry_number,entry_date,description,notes,total_debits,total_credits,lines_total_count,description_ar,notes_ar,approval_status,status,approval_method,is_posted
668|2025-07-28,668,2025-07-28,عهده موقع,nan,80000.0,80000.0,2,عهده موقع,nan,approved,approved,line_based,True
669|2025-07-28,669,2025-07-28,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,nan,300000.0,300000.0,2,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,nan,approved,approved,line_based,True
66|2022-10-04,66,2022-10-04,تعديل تقارير التربه للمره الرابعه 35.36.39.40.41.,nan,40.0,40.0,2,تعديل تقارير التربه للمره الرابعه 35.36.39.40.41.,nan,approved,approved,line_based,True
66|2024-04-30,66,2024-04-30,مستخلص رقم 23,nan,689040.43,689040.4377745794,3,مستخلص رقم 23,nan,approved,approved,line_based,True
670|2022-11-08,670,2022-11-08,دفعه من مستخلص حداده محمد رمضان,nan,30000.0,30000.0,2,دفعه من مستخلص حداده محمد رمضان,nan,approved,approved,line_based,True
670|2025-07-28,670,2025-07-28,دفعه من ح شركه بطيئه لتوريد الخلاطات ,nan,44600.0,44600.0,2,دفعه من ح شركه بطيئه لتوريد الخلاطات ,nan,approved,approved,line_based,True
671|2025-07-28,671,2025-07-28,دفعه من مستخلص حسام جمال upvc,nan,150000.0,150000.0,2,دفعه من مستخلص حسام جمال upvc,nan,approved,approved,line_based,True
672|2022-11-08,672,2022-11-08,ميزان سياره الحديد,nan,50.0,50.0,2,ميزان سياره الحديد,nan,approved,approved,line_based,True
672|2025-07-28,672,2025-07-28,عهده موقع,nan,785000.0,785000.0,2,عهده موقع,nan,approved,approved,line_based,True
673|2025-07-29,673,2025-07-29,دفعه من ح شركه فاست تراك للاطقم الصحي ( ايمن الريماس),nan,80000.0,80000.0,2,دفعه من ح شركه فاست تراك للاطقم الصحي ( ايمن الريماس),nan,approved,approved,line_based,True
674|2022-11-08,674,2022-11-08,يوميه عامل تركيب بسكوت سقف اول 24.دك قصيه 43.,nan,85.0,85.0,2,يوميه عامل تركيب بسكوت سقف اول 24.دك قصيه 43.,nan,approved,approved,line_based,True
674|2025-07-29,674,2025-07-29,عهده موقع,nan,800000.0,800000.0,2,عهده موقع,nan,approved,approved,line_based,True
675|2025-07-30,675,2025-07-30,عهده موقع,nan,1150000.0,1150000.0,2,عهده موقع,nan,approved,approved,line_based,True
676|2022-11-08,676,2022-11-08,يوميه عامل تركيب بسكوت سقف اول 24.دك قصيه 43.,nan,85.0,85.0,2,يوميه عامل تركيب بسكوت سقف اول 24.دك قصيه 43.,nan,approved,approved,line_based,True
676|2025-07-31,676,2025-07-31,عهده موقع,nan,277000.0,277000.0,2,عهده موقع,nan,approved,approved,line_based,True
677|2025-07-17,677,2025-07-17,رد سلفيات,nan,65000.0,65000.0,2,رد سلفيات,nan,approved,approved,line_based,True
678|2022-11-08,678,2022-11-08,ايجار شقه المهندس طارق عن شهر 10,nan,4500.0,4500.0,2,ايجار شقه المهندس طارق عن شهر 10,nan,approved,approved,line_based,True
678|2025-07-28,678,2025-07-28,رد سلفيات,nan,50000.0,50000.0,2,رد سلفيات,nan,approved,approved,line_based,True
679|2025-07-31,679,2025-07-31,رد سلفيات,nan,252000.0,252000.0,2,رد سلفيات,nan,approved,approved,line_based,True
67|2024-05-30,67,2024-05-30,مستخلص رقم 24,nan,3900292.9,3900292.9,3,مستخلص رقم 24,nan,approved,approved,line_based,True
680|2022-11-08,680,2022-11-08,شراء لفه خرطوم 29 م   (مخزن),nan,475.0,475.0,2,شراء لفه خرطوم 29 م   (مخزن),nan,approved,approved,line_based,True
680|2025-06-24,680,2025-06-24,سلفيات,nan,570000.0,570000.0,2,سلفيات,nan,approved,approved,line_based,True
681|2025-07-15,681,2025-07-15,سلفيات,nan,10000.0,10000.0,2,سلفيات,nan,approved,approved,line_based,True
682|2022-11-08,682,2022-11-08,اكراميه صب بمب صب اعمده ثاني 31  وتركيب بسكوت للاعمده بتاريخ 5/11,nan,380.0,380.0,2,اكراميه صب بمب صب اعمده ثاني 31  وتركيب بسكوت للاعمده بتاريخ 5/11,nan,approved,approved,line_based,True
682|2025-07-21,682,2025-07-21,سلفيات,nan,98000.0,98000.0,2,سلفيات,nan,approved,approved,line_based,True
683|2025-07-28,683,2025-07-28,رد سلفيات,nan,4572000.0,4572000.0,2,رد سلفيات,nan,approved,approved,line_based,True
684|2022-11-08,684,2022-11-08,.2يوميه تسويه ردم في قصيه 43 وتركيب بسكوت سقف اول 26.,nan,170.0,170.0,2,.2يوميه تسويه ردم في قصيه 43 وتركيب بسكوت سقف اول 26.,nan,approved,approved,line_based,True
684|2025-07-28,684,2025-07-28,رد سلفيه كانت للمهندس صلاح يونس ,nan,150000.0,150000.0,2,رد سلفيه كانت للمهندس صلاح يونس ,nan,approved,approved,line_based,True
685|2025-07-28,685,2025-07-28,رد سلفيه كانت للمهندس محمد زكريا ,nan,300000.0,300000.0,2,رد سلفيه كانت للمهندس محمد زكريا ,nan,approved,approved,line_based,True
686|2022-11-08,686,2022-11-08,.2يوميه تسويه ردم في قصيه 43 وتركيب بسكوت سقف اول 26.,nan,170.0,170.0,2,.2يوميه تسويه ردم في قصيه 43 وتركيب بسكوت سقف اول 26.,nan,approved,approved,line_based,True
687|2025-07-17,687,2025-07-17,سلفيه من م محمد مسعد,nan,200000.0,200000.0,2,سلفيه من م محمد مسعد,nan,approved,approved,line_based,True
688|2022-11-08,688,2022-11-08,اكراميه بمب صب اعمده اول 42 .ثاني 31. ,nan,75.0,75.0,2,اكراميه بمب صب اعمده اول 42 .ثاني 31. ,nan,approved,approved,line_based,True
688|2025-07-31,688,2025-07-31,رد سلفيه الي المهندس محمد مسعد,nan,200000.0,200000.0,2,رد سلفيه الي المهندس محمد مسعد,nan,approved,approved,line_based,True
689|2025-07-28,689,2025-07-28,رد سلفيات لمشروع بدر,nan,1050000.0,1050000.0,2,رد سلفيات لمشروع بدر,nan,approved,approved,line_based,True
68|2022-10-04,68,2022-10-04,دفعه من حساب محمود العامل ,nan,400.0,400.0,2,دفعه من حساب محمود العامل ,nan,approved,approved,line_based,True
68|2024-05-30,68,2024-05-30,مستخلص رقم 24,nan,838613.4106189373,838613.4106189373,16,مستخلص رقم 24,nan,approved,approved,line_based,True
690|2022-11-08,690,2022-11-08,اكراميه بمب صب اعمده اول 42 .ثاني 31. ,nan,75.0,75.0,2,اكراميه بمب صب اعمده اول 42 .ثاني 31. ,nan,approved,approved,line_based,True
690|2025-01-31,690,2025-01-31,مستخلص رقم  32,nan,26669047.89999999,26669047.89999999,3,مستخلص رقم  32,nan,approved,approved,line_based,True
691|2025-01-31,691,2025-01-31,مستخلص رقم  32,nan,6535274.145,6535274.145,14,مستخلص رقم  32,nan,approved,approved,line_based,True
692|2022-11-08,692,2022-11-08,بنزين للمولد,nan,200.0,200.0,2,بنزين للمولد,nan,approved,approved,line_based,True
692|2025-01-31,692,2025-01-31,مستخلص رقم  32,nan,18575075.0,18575075.45499999,3,مستخلص رقم  32,nan,approved,approved,line_based,True
694|2022-11-08,694,2022-11-08,اكراميه بمب صب سقف اول 37.سقف ارضي 44.وعمود ثالث 43.,nan,100.0,100.0,2,اكراميه بمب صب سقف اول 37.سقف ارضي 44.وعمود ثالث 43.,nan,approved,approved,line_based,True
694|2022-12-22,694,2022-12-22,عهده موقع,nan,800.0,800.0,2,عهده موقع,nan,approved,approved,line_based,True
695|2023-01-03,695,2023-01-03,تحويل للاستاذ محمد مرعي ,nan,2000.0,2000.0,2,تحويل للاستاذ محمد مرعي ,nan,approved,approved,line_based,True
696|2022-11-08,696,2022-11-08,اكراميه بمب صب سقف اول 37.سقف ارضي 44.وعمود ثالث 43.,nan,100.0,100.0,2,اكراميه بمب صب سقف اول 37.سقف ارضي 44.وعمود ثالث 43.,nan,approved,approved,line_based,True
696|2025-07-28,696,2025-07-28,رد سلفيات,nan,50000.0,50000.0,2,رد سلفيات,nan,approved,approved,line_based,True
697|2022-05-17,697,2022-05-17,مشوار ال 21 عماره الخضراء,nan,1100.0,1100.0,2,مشوار ال 21 عماره الخضراء,nan,approved,approved,line_based,True
698|2022-05-25,698,2022-05-25,مشوار ال 21 عماره الخضراء+بنزين+نثريات+مواصلات,nan,1280.0,1280.0,2,مشوار ال 21 عماره الخضراء+بنزين+نثريات+مواصلات,nan,approved,approved,line_based,True
698|2022-11-08,698,2022-11-08,اكراميه بمب صب سقف اول 37.سقف ارضي 44.وعمود ثالث 43.,nan,50.0,50.0,2,اكراميه بمب صب سقف اول 37.سقف ارضي 44.وعمود ثالث 43.,nan,approved,approved,line_based,True
699|2022-05-29,699,2022-05-29,مشوار ال 21 عماره الخضراء+بنزين+نثريات+مواصلات,nan,1185.0,1185.0,2,مشوار ال 21 عماره الخضراء+بنزين+نثريات+مواصلات,nan,approved,approved,line_based,True
69|2024-05-30,69,2024-05-30,مستخلص رقم 24,nan,2085765.4893810689,2085765.4893810689,3,مستخلص رقم 24,nan,approved,approved,line_based,True
6|2022-09-30,6,2022-09-30,مستخلص رقم 4,nan,4179099.170031786,4179100.0,3,مستخلص رقم 4,nan,approved,approved,line_based,True
7001|2025-09-04,7001,2025-09-04,رد سلفية من الحدائق للمنصورة,nan,150000.0,150000.0,2,رد سلفية من الحدائق للمنصورة,nan,approved,approved,line_based,True
7002|2025-09-07,7002,2025-09-07,توريد خرسانة من هيمكس,nan,250000.0,250000.0,2,توريد خرسانة من هيمكس,nan,approved,approved,line_based,True
7003|2025-09-08,7003,2025-09-08,رد سلفية من الحدائق للمنصورة,nan,75000.0,75000.0,2,رد سلفية من الحدائق للمنصورة,nan,approved,approved,line_based,True
7004|2025-09-08,7004,2025-09-08,تسديد جزء من راس المال,nan,200000.0,200000.0,2,تسديد جزء من راس المال,nan,approved,approved,line_based,True
7005|2025-09-11,7005,2025-09-11,عهدة موقع,nan,150000.0,150000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7006|2025-09-13,7006,2025-09-13,عهدة موقع,nan,100000.0,100000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7007|2025-09-25,7007,2025-09-25,عهدة موقع,nan,500000.0,500000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7008|2025-09-27,7008,2025-09-27,توريد حديد منشاة عبدالقادر حامد,nan,457000.0,457000.0,2,توريد حديد منشاة عبدالقادر حامد,nan,approved,approved,line_based,True
7009|2025-09-30,7009,2025-09-30,عهدة موقع,nan,80000.0,80000.0,2,عهدة موقع,nan,approved,approved,line_based,True
700|2022-05-29,700,2022-05-29,مواصلات المهندس طارق من المنصوره الي الموقع,nan,100.0,100.0,2,مواصلات المهندس طارق من المنصوره الي الموقع,nan,approved,approved,line_based,True
700|2022-11-08,700,2022-11-08,من حساب شركه الدوليه لتجاره مواد البناء,nan,17530.0,17530.0,2,من حساب شركه الدوليه لتجاره مواد البناء,nan,approved,approved,line_based,True
7010|2025-10-02,7010,2025-10-02,عهدة موقع,nan,900000.0,900000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7011|2025-10-06,7011,2025-10-06,توريد خرسانة من هيمكس,nan,175000.0,175000.0,2,توريد خرسانة من هيمكس,nan,approved,approved,line_based,True
7012|2025-10-07,7012,2025-10-07,عهدة موقع,nan,60000.0,60000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7013|2025-10-10,7013,2025-10-10,عهدة موقع,nan,170000.0,170000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7014|2025-10-14,7014,2025-10-14,سلفية من الحياة كريمة للحدائق,nan,150000.0,150000.0,2,سلفية من الحياة كريمة للحدائق,nan,approved,approved,line_based,True
7015|2025-10-14,7015,2025-10-14,عهدة موقع,nan,100000.0,100000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7016|2025-10-18,7016,2025-10-18,سلفية من المنصورة للحدائق,nan,150000.0,150000.0,2,سلفية من المنصورة للحدائق,nan,approved,approved,line_based,True
7017|2025-10-18,7017,2025-10-18,سلفية من الحياة كريمة للحدائق,nan,150000.0,150000.0,2,سلفية من الحياة كريمة للحدائق,nan,approved,approved,line_based,True
7018|2025-10-18,7018,2025-10-18,عهدة موقع,nan,300000.0,300000.0,2,عهدة موقع,nan,approved,approved,line_based,True
7019|2025-10-30,7019,2025-10-30,سلفية من المنصورة للحدائق,nan,495000.0,495000.0,2,سلفية من المنصورة للحدائق,nan,approved,approved,line_based,True
701|2022-05-30,701,2022-05-30,سكن شهر 6+ شهر تامين + سمسره نصف شهر  ,nan,6759.0,6759.0,2,سكن شهر 6+ شهر تامين + سمسره نصف شهر  ,nan,approved,approved,line_based,True
7020|2022-07-24,7020,2022-07-24,من ح/ شركه الغنيمي للحديد,nan,800000.0,800000.0,2,من ح/ شركه الغنيمي للحديد,nan,approved,approved,line_based,True
7021|2022-07-07,7021,2022-07-07,تحويل للمدينه للصلب,nan,1200000.0,1200000.0,2,تحويل للمدينه للصلب,nan,approved,approved,line_based,True
7022|2022-08-16,7022,2022-08-16,تحويل للمدينه للصلب,nan,1000000.0,1000000.0,2,تحويل للمدينه للصلب,nan,approved,approved,line_based,True
7023|2022-08-25,7023,2022-08-25,تحويل للمدينه للصلب,nan,950000.0,950000.0,2,تحويل للمدينه للصلب,nan,approved,approved,line_based,True
7024|2022-09-03,7024,2022-09-03,تحويل للمدينه للصلب,nan,600000.0,600000.0,2,تحويل للمدينه للصلب,nan,approved,approved,line_based,True
7025|2022-09-18,7025,2022-09-18,تحويل للمدينه للصلب,nan,700000.0,700000.0,2,تحويل للمدينه للصلب,nan,approved,approved,line_based,True
7026|2022-09-25,7026,2022-09-25,تحويل للمدينه للصلب,nan,200000.0,200000.0,2,تحويل للمدينه للصلب,nan,approved,approved,line_based,True
7027|2022-11-01,7027,2022-11-01,من ح/ مشروع المنصوره ( رد مديونيه لشركه المدينه للحديد) بتاريخ 16/10,nan,2918.0,2918.0,2,من ح/ مشروع المنصوره ( رد مديونيه لشركه المدينه للحديد) بتاريخ 16/10,nan,approved,approved,line_based,True
7028|2022-08-21,7028,2022-08-21,من ح/ شركه المعمار للخرسانه الجاهزه,nan,500000.0,500000.0,2,من ح/ شركه المعمار للخرسانه الجاهزه,nan,approved,approved,line_based,True
7029|2025-07-09,7029,2025-07-09,رد دفعه  من ح شركه المعمار الي الخزنه,nan,8900.0,8900.0,2,رد دفعه  من ح شركه المعمار الي الخزنه,nan,approved,approved,line_based,True
702|2022-05-30,702,2022-05-30,شهر تامين لسكن الموظفين في بدايه الايجار,nan,4506.0,4506.0,2,شهر تامين لسكن الموظفين في بدايه الايجار,nan,approved,approved,line_based,True
702|2022-11-09,702,2022-11-09,سهره استشاري صب سقف ارضي 44,nan,200.0,200.0,2,سهره استشاري صب سقف ارضي 44,nan,approved,approved,line_based,True
7030|2022-11-29,7030,2022-11-29,اقفال وارد اضافات راس المال من حياه كريمه,nan,2190400.0,2190400.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7031|2023-03-25,7031,2023-03-25,اقفال وارد اضافات راس المال من حياه كريمه,nan,6000.0,6000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7032|2023-03-28,7032,2023-03-28,اقفال وارد اضافات راس المال من حياه كريمه,nan,493000.0,493000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7033|2023-04-09,7033,2023-04-09,اقفال وارد اضافات راس المال من حياه كريمه,nan,550000.0,550000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7034|2025-04-29,7034,2025-04-29,اقفال وارد اضافات راس المال من حياه كريمه,nan,1065945.0,1065945.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7035|2025-04-29,7035,2025-04-29,اقفال وارد اضافات راس المال من حياه كريمه,nan,1145000.0,1145000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7036|2025-04-30,7036,2025-04-30,اقفال وارد اضافات راس المال من حياه كريمه,nan,500000.0,500000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7037|2025-05-05,7037,2025-05-05,اقفال وارد اضافات راس المال من حياه كريمه,nan,650000.0,650000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7038|2025-05-22,7038,2025-05-22,اقفال وارد اضافات راس المال من حياه كريمه,nan,434258.0,434258.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7039|2025-06-17,7039,2025-06-17,اقفال وارد اضافات راس المال من حياه كريمه,nan,196000.0,196000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
703|2022-05-30,703,2022-05-30,مواصلات جهاز بدر+طباعه لوحات,nan,45.0,45.0,2,مواصلات جهاز بدر+طباعه لوحات,nan,approved,approved,line_based,True
7040|2025-05-23,7040,2025-05-23,اقفال وارد اضافات راس المال من حياه كريمه,nan,1400000.0,1400000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7041|2025-06-17,7041,2025-06-17,اقفال وارد اضافات راس المال من حياه كريمه,nan,794000.0,794000.0,2,اقفال وارد اضافات راس المال من حياه كريمه,nan,approved,approved,line_based,True
7042|2022-05-17,7042,2022-05-17,اقفال وارد اضافات راس المال من المنصورة,nan,11000000.0,11000000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7043|2022-12-07,7043,2022-12-07,اقفال وارد اضافات راس المال من المنصورة,nan,65000.0,65000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7044|2022-12-08,7044,2022-12-08,اقفال وارد اضافات راس المال من المنصورة,nan,50000.0,0.0,1,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7045|2022-12-08,7045,2022-12-08,اقفال وارد اضافات راس المال من المنصورة,nan,0.0,50000.0,1,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7046|2022-12-18,7046,2022-12-18,اقفال وارد اضافات راس المال من المنصورة,nan,72000.0,72000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7047|2022-12-21,7047,2022-12-21,اقفال وارد اضافات راس المال من المنصورة,nan,200000.0,200000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7049|2022-12-22,7049,2022-12-22,اقفال وارد اضافات راس المال من المنصورة,nan,300000.0,300000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
704|2022-05-31,704,2022-05-31,مواصلات الموقع لبدر + مواصلات المكتبه+ طباعه لوحات +دوسيه,nan,90.0,90.0,2,مواصلات الموقع لبدر + مواصلات المكتبه+ طباعه لوحات +دوسيه,nan,approved,approved,line_based,True
704|2022-11-09,704,2022-11-09,تسليم عمود اول 26 تخصم علي المقاول علي خليل,nan,200.0,200.0,2,تسليم عمود اول 26 تخصم علي المقاول علي خليل,nan,approved,approved,line_based,True
7050|2023-10-03,7050,2023-10-03,اقفال وارد اضافات راس المال من المنصورة,nan,1000000.0,1000000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
7051|2024-01-11,7051,2024-01-11,اقفال وارد اضافات راس المال من المنصورة,nan,1850000.0,1850000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
705|2022-06-01,705,2022-06-01,مواصلات الموقع لبدر ومن بدر للموقع,nan,100.0,100.0,2,مواصلات الموقع لبدر ومن بدر للموقع,nan,approved,approved,line_based,True
706|2022-06-02,706,2022-06-02,مواصلات يدر للمكتبه وطباعه وتصوير,nan,30.0,30.0,2,مواصلات يدر للمكتبه وطباعه وتصوير,nan,approved,approved,line_based,True
706|2022-11-09,706,2022-11-09,ختم لوحات الموقع بعد التعديل بتاريخ 15/9,nan,1500.0,1500.0,2,ختم لوحات الموقع بعد التعديل بتاريخ 15/9,nan,approved,approved,line_based,True
707|2022-06-05,707,2022-06-05,مواصلات بدر -جهاز الحدائق والعوده,nan,100.0,100.0,2,مواصلات بدر -جهاز الحدائق والعوده,nan,approved,approved,line_based,True
708|2022-06-06,708,2022-06-06,مواصلات عربيه مخصوص لبدر  ( مكتب استشاري),nan,350.0,350.0,2,مواصلات عربيه مخصوص لبدر  ( مكتب استشاري),nan,approved,approved,line_based,True
708|2022-11-09,708,2022-11-09,باقي حسلب سياره الموقع امير 2 بتاريخ 3/11,nan,400.0,400.0,2,باقي حسلب سياره الموقع امير 2 بتاريخ 3/11,nan,approved,approved,line_based,True
709|2022-06-06,709,2022-06-06,مواصلات  لبدر   ( مكتب استشاري),nan,120.0,120.0,2,مواصلات  لبدر   ( مكتب استشاري),nan,approved,approved,line_based,True
70|2022-10-05,70,2022-10-05,اكراميه سواق الحديد,nan,50.0,50.0,2,اكراميه سواق الحديد,nan,approved,approved,line_based,True
70|2024-07-30,70,2024-07-30,مستخلص رقم 26,nan,5090055.347499988,5090055.347499988,3,مستخلص رقم 26,nan,approved,approved,line_based,True
710|2022-06-07,710,2022-06-07,بنزين + ضيافه,nan,790.0,790.0,2,بنزين + ضيافه,nan,approved,approved,line_based,True
710|2022-11-09,710,2022-11-09,سلفه للمهندس احمد توفيق من راتب شهر 11,nan,1700.0,1700.0,2,سلفه للمهندس احمد توفيق من راتب شهر 11,nan,approved,approved,line_based,True
711|2022-06-07,711,2022-06-07,مواصلات عربيه  لبدر   ( جهاز استشاري),nan,200.0,200.0,2,مواصلات عربيه  لبدر   ( جهاز استشاري),nan,approved,approved,line_based,True
712|2022-06-08,712,2022-06-08,مواصلات الغفير للموقع,nan,50.0,50.0,2,مواصلات الغفير للموقع,nan,approved,approved,line_based,True
712|2022-11-09,712,2022-11-09,بنزين للمولد بتاريخ 31/10,nan,100.0,100.0,2,بنزين للمولد بتاريخ 31/10,nan,approved,approved,line_based,True
713|2022-06-08,713,2022-06-08,طباعه لوحات+دوسيه+ كشكول,nan,25.0,25.0,2,طباعه لوحات+دوسيه+ كشكول,nan,approved,approved,line_based,True
714|2022-06-08,714,2022-06-08,من حساب المساح ( ميزانيه شبكيه),nan,6300.0,6300.0,2,من حساب المساح ( ميزانيه شبكيه),nan,approved,approved,line_based,True
714|2022-11-09,714,2022-11-09,باقي رواتب شهر 10,nan,49840.0,49840.0,2,باقي رواتب شهر 10,nan,approved,approved,line_based,True
715|2022-06-08,715,2022-06-08,فلاشه,nan,120.0,120.0,2,فلاشه,nan,approved,approved,line_based,True
716|2022-11-09,716,2022-11-09,اكراميه فرمجه سقف ارضي 44.سقف اول 24 سقف اول 37.,nan,50.0,50.0,2,اكراميه فرمجه سقف ارضي 44.سقف اول 24 سقف اول 37.,nan,approved,approved,line_based,True
717|2022-06-09,717,2022-06-09,مواصلات بدر -جهاز الحدائق والعوده,nan,100.0,100.0,2,مواصلات بدر -جهاز الحدائق والعوده,nan,approved,approved,line_based,True
718|2022-06-09,718,2022-06-09,تصوير المقايسه 4 نسخ ( 780 ورقه) + 4 دوسيه,nan,345.0,345.0,2,تصوير المقايسه 4 نسخ ( 780 ورقه) + 4 دوسيه,nan,approved,approved,line_based,True
718|2022-11-09,718,2022-11-09,اكراميه فرمجه سقف ارضي 44.سقف اول 24 سقف اول 37.,nan,50.0,50.0,2,اكراميه فرمجه سقف ارضي 44.سقف اول 24 سقف اول 37.,nan,approved,approved,line_based,True
719|2022-06-10,719,2022-06-10,لاب توب,nan,5400.0,5400.0,2,لاب توب,nan,approved,approved,line_based,True
71|2024-07-30,71,2024-07-30,مستخلص رقم 26,nan,1017945.695853553,1017945.695853553,16,مستخلص رقم 26,nan,approved,approved,line_based,True
720|2022-06-10,720,2022-06-10, 1000 من مرتب م. طارق,nan,1000.0,1000.0,2, 1000 من مرتب م. طارق,nan,approved,approved,line_based,True
720|2022-11-09,720,2022-11-09,اكراميه فرمجه سقف ارضي 44.سقف اول 24 سقف اول 37.,nan,50.0,50.0,2,اكراميه فرمجه سقف ارضي 44.سقف اول 24 سقف اول 37.,nan,approved,approved,line_based,True
721|2022-06-11,721,2022-06-11,مواصلات بدر -جهاز الحدائق والعوده,nan,100.0,100.0,2,مواصلات بدر -جهاز الحدائق والعوده,nan,approved,approved,line_based,True
722|2022-06-12,722,2022-06-12,ميزان قامه سوكيا,nan,6800.0,6800.0,2,ميزان قامه سوكيا,nan,approved,approved,line_based,True
722|2022-11-09,722,2022-11-09,بلانش للاستاذ حسن لحفظ الاوراق ,nan,40.0,40.0,2,بلانش للاستاذ حسن لحفظ الاوراق ,nan,approved,approved,line_based,True
723|2022-06-12,723,2022-06-12,شنطه لاب,nan,150.0,150.0,2,شنطه لاب,nan,approved,approved,line_based,True
724|2022-06-12,724,2022-06-12,مواصلات الشيخ زايد وعابدين والعودة لبدر,nan,300.0,300.0,2,مواصلات الشيخ زايد وعابدين والعودة لبدر,nan,approved,approved,line_based,True
724|2022-11-09,724,2022-11-09,اكراميه بمب صب اعمده اول 26وعمود ثاني 27.,nan,50.0,50.0,2,اكراميه بمب صب اعمده اول 26وعمود ثاني 27.,nan,approved,approved,line_based,True
725|2022-06-12,725,2022-06-12,كشاف للغفير+ 2 خط تيليفون ,nan,350.0,350.0,2,كشاف للغفير+ 2 خط تيليفون ,nan,approved,approved,line_based,True
726|2022-06-13,726,2022-06-13,عربيه مخصوص  للجهاز ,nan,350.0,350.0,2,عربيه مخصوص  للجهاز ,nan,approved,approved,line_based,True
726|2022-11-09,726,2022-11-09,اكراميه بمب صب اعمده اول 26وعمود ثاني 27.,nan,50.0,50.0,2,اكراميه بمب صب اعمده اول 26وعمود ثاني 27.,nan,approved,approved,line_based,True
727|2022-06-14,727,2022-06-14,شريط صاج 50 م +مواصلات موقع +2 فاتوره بنزين ا. علي +ضيافه ا. علي+طباعه لوحات,nan,1685.0,1685.0,2,شريط صاج 50 م +مواصلات موقع +2 فاتوره بنزين ا. علي +ضيافه ا. علي+طباعه لوحات,nan,approved,approved,line_based,True
728|2022-06-15,728,2022-06-15,مواصلات موقع +بكره خيط + عربون ايجار شقه جديدة للمهندسين ,nan,1325.0,1325.0,2,مواصلات موقع +بكره خيط + عربون ايجار شقه جديدة للمهندسين ,nan,approved,approved,line_based,True
728|2022-11-09,728,2022-11-09,حساب الفرمجي محمد نصر ,nan,5300.0,5300.0,2,حساب الفرمجي محمد نصر ,nan,approved,approved,line_based,True
729|2022-06-16,729,2022-06-16,دفعه لمقاول الحفر,nan,15000.0,15000.0,2,دفعه لمقاول الحفر,nan,approved,approved,line_based,True
72|2022-10-05,72,2022-10-05,سهره استشاري صب سقف 32 ,nan,200.0,200.0,2,سهره استشاري صب سقف 32 ,nan,approved,approved,line_based,True
72|2024-07-30,72,2024-07-30,مستخلص رقم 26,nan,4072109.66,4072109.6516464353,3,مستخلص رقم 26,nan,approved,approved,line_based,True
730|2022-06-16,730,2022-06-16, 2يوميه عامل لتوضيح حدود الحفر,nan,300.0,300.0,2, 2يوميه عامل لتوضيح حدود الحفر,nan,approved,approved,line_based,True
730|2022-11-09,730,2022-11-09,دفعه من مستخلص نجاره علي محمد,nan,2000.0,2000.0,2,دفعه من مستخلص نجاره علي محمد,nan,approved,approved,line_based,True
731|2022-06-16,731,2022-06-16,مواصلات موقع  300 جنيه + شراء مطرقه 120ج +,nan,420.0,420.0,2,مواصلات موقع  300 جنيه + شراء مطرقه 120ج +,nan,approved,approved,line_based,True
732|2022-06-16,732,2022-06-16,ايجار هراس لعماره( 43 ) ,nan,700.0,700.0,2,ايجار هراس لعماره( 43 ) ,nan,approved,approved,line_based,True
732|2022-11-09,732,2022-11-09,حساب سياره الاستشاري عن شهر 10,nan,6000.0,6000.0,2,حساب سياره الاستشاري عن شهر 10,nan,approved,approved,line_based,True
