reference_number,transaction_date,description,total_debit,total_credit,org_id
2282,2023-10-01,دفعه من سياره الموقع  امير ,268914.00,268914.00,d5789445-11e3-4ad6-9297-b56521675114
2283,2023-10-04,بنزين للمولدات وزيت,111930.00,111930.00,d5789445-11e3-4ad6-9297-b56521675114
2284,2023-10-05,اجرسياره نقل الخشب +اكراميه التحميل +مواصلات الذهاب للمرج +اجر تنزيل الخشب في الموقع +يوميه النجار اللي ذهب مع الأستاذ حسن لشراء الخشب,35720.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2284,2023-10-10,ايجار شقه المهندسين عن شهر 10,62350.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2284,2023-10-11,تحويل لشركه فوم تك لتوريد فوم للاسطح,39070.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2284,2023-10-12,بنزين للمولد,226100.00,363240.00,d5789445-11e3-4ad6-9297-b56521675114
2285,2023-10-15,بنزين للمولد,21940.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2285,2023-10-16,لاصق لمشمع عزل اسطح عمارات 30و31,11300.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2285,2023-10-17,كرتات طريق سياره ا علي  للذهاب للقاهره ,14040.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2285,2023-10-18,جاز للمولد الكبير ,800.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2285,2023-10-19,يوميه سقالات لاعمده الأرضي 41 للفرمجي,8450.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2285,2023-10-21,قاروه ماء للمهندسين,8540.00,65070.00,d5789445-11e3-4ad6-9297-b56521675114
2286,2023-10-22,جاز للمولد الكبير ,3400.00,3400.00,d5789445-11e3-4ad6-9297-b56521675114
2287,2023-10-25,دفعه نمن مستخلص نجاره مصنعيه محمد مختار+ شكاره مسمار,24160.00,24160.00,d5789445-11e3-4ad6-9297-b56521675114
2288,2023-10-26,سلفه للمهندس احمد توفيق عن شهر 10,404825.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2288,2023-10-31,شراء عدد 8لفات سلك فايبر لمحاره خارجي 37.38,12080.00,416905.00,d5789445-11e3-4ad6-9297-b56521675114
2289,2023-11-01,سلفه للمهندس احمد توفيق عن شهر 10,3500.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2289,2023-11-05,شراء سلك رباط 2لفه لعمود ارضي 40,6500.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2289,2023-11-09,دفعه من حساب مورد الاسمنت شركه الفتح ,115650.00,125650.00,d5789445-11e3-4ad6-9297-b56521675114
2290,2023-11-12,دفعه من مستخلص نجاره محمد مختار,9600.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2290,2023-11-14,الي ح/ النقديه(شراء 30 لفه فايبر من مشروع العمارات في المنصوره ),7080.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2290,2023-11-15,يوميه تلبيش جانبيه 37تخصم علي  محمد شحاته النجار,2535.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2290,2023-11-16,دفعه من حساب شركه الفتح للاسمنت,371300.00,390515.00,d5789445-11e3-4ad6-9297-b56521675114
2291,2023-11-18,بنزين +جاز ,1600.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2291,2023-11-20,سهره استشاري صب مسلحه 39+ اكراميه بمب,30475.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2291,2023-11-21,رسم تحويل من بنك اهلي علي الحساب ,3870.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2291,2023-11-22,سلفه للأستاذ حسن من راتب شهر 11,43330.00,79275.00,d5789445-11e3-4ad6-9297-b56521675114
2292,2023-11-23,جاز للمولد الكبير ,4005.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2292,2023-11-26,سياره الاستشاري عن شهر 9و10,286475.00,290480.00,d5789445-11e3-4ad6-9297-b56521675114
2293,2023-11-28,بنزين لماكينه المياه ,4180.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2293,2023-11-29,شراء اخشاب (500عرق خشب *144ج +1000نقل +60كرتات طريق+100كراميه تحميل +300 تنزيل الخشب في الموقع +140غذاء+400سياره امير للذهاب للمرج والموقع حتي الساعه 9.5مساءا,139620.00,143800.00,d5789445-11e3-4ad6-9297-b56521675114
2294,2023-11-30,دفعه من شركه نورالدين لتوريدات الكهرباء,335850.00,335850.00,d5789445-11e3-4ad6-9297-b56521675114
2295,2023-12-03,من حساب سياره الموقع ,16800.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2295,2023-12-04,سلفه من راتب المهندس احمد توفيق عن شهر 11واخري من فلوس الخشب,14220.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2295,2023-12-06,شكاه مسما رلمحمد مختار,3150.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2295,2023-12-07,ايجار شقه المهندسين عن شهر 11,235913.00,270083.00,d5789445-11e3-4ad6-9297-b56521675114
2296,2023-12-09,بنزين للمولد,670.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2296,2023-12-10,دفعه من حساب الفرمجي محمد نصر ,11720.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2296,2023-12-11,بنزين للمولد,5730.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2296,2023-12-12,سلسله حديد,131000.00,149120.00,d5789445-11e3-4ad6-9297-b56521675114
2297,2023-12-13,يوميات تسليم حلوق تخصم علي م. خالد,50210.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2297,2023-12-14,دفعه من حساب شركه الفتح للاسمنت,214000.00,264210.00,d5789445-11e3-4ad6-9297-b56521675114
2298,2023-12-16,الي ح/ النقديه (2 لفه سلك رباط في المخزن,6535.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2298,2023-12-17,دفعه من مستخلص مقاول الحلوق الجديد,175040.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2298,2023-12-20,كرتات طريق سياره ا علي  للذهاب للقاهره ,243375.00,424950.00,d5789445-11e3-4ad6-9297-b56521675114
2299,2023-12-21,دفعه من حساب شركه الفتح للاسمنت,388015.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2299,2023-12-22,الي ح/ النقديه (من مستخلص نجاره حلوق ايمن,29260.00,417275.00,d5789445-11e3-4ad6-9297-b56521675114
2300,2023-12-26,دفعه من حساب سياره الموقع ,12840.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2300,2023-12-27,20جلبه 2بوصه و5وصله سخان 40سم لسباكه داخلي عماره 24,2545.00,15385.00,d5789445-11e3-4ad6-9297-b56521675114
2301,2023-12-28,دفعه من حساب شركه الفتح للاسمنت,194950.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2301,2023-12-31,سلفه للمهندس احمد توفيق عن شهر 12,413650.00,608600.00,d5789445-11e3-4ad6-9297-b56521675114
2302,2024-01-01,من حساب العماله محمد السوداني,40935.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2302,2024-01-02,دفعه من حساب شركه البسمله ,41900.00,82835.00,d5789445-11e3-4ad6-9297-b56521675114
2303,2024-01-02,ايرادات اخري ( بيع خرده),4900.00,4900.00,d5789445-11e3-4ad6-9297-b56521675114
2304,2024-01-03,دفعه من حساب شركه الدوليه ( فيجا ),176612.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2304,2024-01-05,سلفه من راتب الغفير جلال  من راتب شهر 1,2000.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2304,2024-01-07,مياه وضيافه للاستشاري,9060.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2304,2024-01-08,باقي رواتب شهر 12,22610.00,210282.00,d5789445-11e3-4ad6-9297-b56521675114
2305,2024-01-11,ثمن 6 مكعبات تم فقدهم من الموقع ويخصموا علي الغفير خلف,920050.00,920050.00,d5789445-11e3-4ad6-9297-b56521675114
2306,2024-01-12,فلاشه للمكتب الفني 128جيجا,1800.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2306,2024-01-13,شكاره مسمار تخصم علي مقاول النجاره منتصر 2,12685.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2306,2024-01-15,اكراميه لم حديد من الموقع,51740.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2306,2024-01-16,حساب بانيوهات شركه حورس,51632.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2306,2024-01-18,اجر احضار سلك العينه من العاشر,121200.00,239057.00,d5789445-11e3-4ad6-9297-b56521675114
2307,2024-01-20,4سلك رباط في المخزن,8550.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2307,2024-01-21,جاز للمولد الكبير,36330.00,44880.00,d5789445-11e3-4ad6-9297-b56521675114
2308,2024-01-22,دفعه من مستخلص الفرمجي محمد نصر,83000.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2308,2024-01-23,شراء 2 شكاره مسمار تخصم علي محمد مختار النجار,17430.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2308,2024-01-24,شنطه لعهده البدرشيني,58725.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2308,2024-01-25,دفعه من حساب شركه نورالدين لتوريدات الكهرباء,1203850.00,1363005.00,d5789445-11e3-4ad6-9297-b56521675114
2309,2024-01-27,جاز للمولد الكبير,81240.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2309,2024-01-29,دفعه من حساب ايرون فيست صالح,47460.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2309,2024-01-31,شراء 2قفل للمخزن,99350.00,228050.00,d5789445-11e3-4ad6-9297-b56521675114
2310,2024-02-01,سلفه من راتب م احمد توفيق عن شهر 1,22526.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2310,2024-02-04,دفعه من حساب الاتحاد العربي للمونه البيضاء,58250.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2310,2024-02-05,بنزين لماكينه المياه 2 ماكينه,15620.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2310,2024-02-07,دفعه من  مستخلص عزل علي عزل 0 السيد رجب),756843.00,853239.00,d5789445-11e3-4ad6-9297-b56521675114
2311,2024-02-10,لاصق للعزل بالخصم علي  علي عزل,10875.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2311,2024-02-13,نقل القمط من الموان للموقع ,106370.00,117245.00,d5789445-11e3-4ad6-9297-b56521675114
2312,2024-02-17,دفعه من مستخلص حلوق احمد واسامه ,156690.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2312,2024-02-20,مياه للموقع ,301695.00,458385.00,d5789445-11e3-4ad6-9297-b56521675114
2313,2024-02-25,دفعه من مستخلص نجاره منتصر 2,144350.00,144350.00,d5789445-11e3-4ad6-9297-b56521675114
2314,2024-02-26,بنزين للماكينه الماه ,79075.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2314,2024-02-27,دفعه من حساب العماله السودانيه ,24384.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2314,2024-02-29,بنزين للمولدات وماكينه المياه,295805.00,399264.00,d5789445-11e3-4ad6-9297-b56521675114
2315,2024-03-01,سهره استشاري استلام دكه 41,8335.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2315,2024-03-03,يوميه غمر دكه 41 قبل الصب,75165.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2315,2024-03-05,احضار المشرف عوض من الشروق بالليل,7580.00,91080.00,d5789445-11e3-4ad6-9297-b56521675114
2316,2024-03-09,دفعه من حساب لودر ابومالك,431500.00,431500.00,d5789445-11e3-4ad6-9297-b56521675114
2317,2024-03-12,من راتب شهر 2 حسام,13930.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2317,2024-03-13,دفعه من مستخلص محاره السيد رجب,346050.00,359980.00,d5789445-11e3-4ad6-9297-b56521675114
2318,2024-03-16,كرتات طريق سياره ا علي  للذهاب للقاهره+ بنزين للسياره ,45250.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2318,2024-03-21,دفعه من حساب شركه نور الدين,354907.00,400157.00,d5789445-11e3-4ad6-9297-b56521675114
2319,2024-03-24,بنزين سياره م. احمد توفيق للذهاب للمنيل لعطاء شركه الحديبيه أوراق ضريبه 1%,13600.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2319,2024-03-29,سلفه من راتب الأستاذ عوض من راتب شهر 3,51960.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2319,2024-03-31,سلفه من راتب ا عوض من شهر 3,35780.00,101340.00,d5789445-11e3-4ad6-9297-b56521675114
2320,2024-04-01,دفعه من مستخلص نقاشه عبد الحميد,34120.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2320,2024-04-04,بنزين للموقع بتاريخ3/4,829969.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2320,2024-04-06,دفعه من حساب امير,72130.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2320,2024-04-15,دفعه من مستخلص كرانيش محمود ,11940.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2320,2024-04-18,ضيافه المهندسين في بدر,3795.00,951954.00,d5789445-11e3-4ad6-9297-b56521675114
2321,2024-04-21,شراء 2 جاروف للنظافه في الموقع + يد للجاروف,9920.00,9920.00,d5789445-11e3-4ad6-9297-b56521675114
2322,2024-04-23,عموله تحويل نقديه عهده للبدرشيني من حساب الشركه ,8045.00,8045.00,d5789445-11e3-4ad6-9297-b56521675114
2323,2024-04-24,دفعه من حساب شركه الهدي ,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
2324,2024-04-25,سلفيه من راتب شهر 4 للأستاذ حسام,1151240.00,1151240.00,d5789445-11e3-4ad6-9297-b56521675114
2324,2025-02-15,2 قارورة مياه ,81545.00,81545.00,d5789445-11e3-4ad6-9297-b56521675114
2325,2024-04-29,مصروفات بنكيه علي حساب الشركه لتحويل عهده للبدرسيني,135505.00,135505.00,d5789445-11e3-4ad6-9297-b56521675114
2325,2025-02-17,دفعه من ح / المعمار لتوريد الخرسانه,156830.00,156830.00,d5789445-11e3-4ad6-9297-b56521675114
2326,2024-04-30,شراء 7ك مسمار +فيشر للكهربائي,12525.00,12525.00,d5789445-11e3-4ad6-9297-b56521675114
2326,2025-02-18,ايجار الهزاز لصب سقف التالت 33,5388.00,5388.00,d5789445-11e3-4ad6-9297-b56521675114
2327,2024-05-02,سلفه من راتب ا عبده البدرشيني عن شهر 4,122302.00,122302.00,d5789445-11e3-4ad6-9297-b56521675114
2327,2025-02-19,مشوارين المهندس محمد كرم لموقع ال13 عماره,1670.00,1670.00,d5789445-11e3-4ad6-9297-b56521675114
2328,2024-05-06,بنزين للمولد ,46555.00,46555.00,d5789445-11e3-4ad6-9297-b56521675114
2328,2025-02-20,دفعه من ح / الاتحاد العربي,1030710.00,1030710.00,d5789445-11e3-4ad6-9297-b56521675114
2329,2024-05-07,تاجير هيلتي لتزريع مدخل عماره 37و38,7470.00,7470.00,d5789445-11e3-4ad6-9297-b56521675114
2329,2024-05-09,دفعه من حساب شركه نورالدين لتوريدات الكهرباء,649647.00,649647.00,d5789445-11e3-4ad6-9297-b56521675114
2329,2025-02-22,تحريب 3 لفف سلك * 1100,28925.00,28925.00,d5789445-11e3-4ad6-9297-b56521675114
2330,2024-05-14,اكراميه للأستاذ محمد عبدالله محاسب ال13عماره لمتابعته الجهاز,12220.00,12220.00,d5789445-11e3-4ad6-9297-b56521675114
2330,2025-02-24,مياه للموقع,540455.00,540455.00,d5789445-11e3-4ad6-9297-b56521675114
2331,2024-05-15,طباعه ورق المستخلص في بدر الوان,70784.00,70784.00,d5789445-11e3-4ad6-9297-b56521675114
2331,2025-02-26,مشاوير امير مع استاذ علي لبدر ومدينتي,149072.00,149072.00,d5789445-11e3-4ad6-9297-b56521675114
2332,2024-05-20,مواصلات المهندسين من السكن للموقع ,7020.00,7020.00,d5789445-11e3-4ad6-9297-b56521675114
2332,2025-03-02,دفعه من ح /  الاتحاد العربي,815355.00,815355.00,d5789445-11e3-4ad6-9297-b56521675114
2333,2024-05-23,بنزين سياره الاستاذ علي  ذهابا للقاهره وعوده +كرتات الطريق,781865.00,781865.00,d5789445-11e3-4ad6-9297-b56521675114
2334,2024-05-25,مياه للموقع ,715.00,715.00,d5789445-11e3-4ad6-9297-b56521675114
2334,2025-03-03,بنزين للموقع,296110.00,296110.00,d5789445-11e3-4ad6-9297-b56521675114
2335,2024-05-26,مياه للاستشاري +بوفيه  بتاريخ 22/5,57485.00,57485.00,d5789445-11e3-4ad6-9297-b56521675114
2335,2025-03-09,دفعه من ح /  الاتحاد العربي,253435.00,253435.00,d5789445-11e3-4ad6-9297-b56521675114
2336,2024-05-29,دفعه من حساب سياره الموقع,7095.00,7095.00,d5789445-11e3-4ad6-9297-b56521675114
2336,2025-03-10,ايجار الهزاز لصب عامود الرابع 25+33,2010.00,2010.00,d5789445-11e3-4ad6-9297-b56521675114
2337,2024-05-30,دفعه من حساب شركه نور الدين لتوريد الكهرباء,429500.00,429500.00,d5789445-11e3-4ad6-9297-b56521675114
2337,2025-03-11,16 كالون باب شقه * 340,31731.40,31731.40,d5789445-11e3-4ad6-9297-b56521675114
2337,2025-03-12,بنزين للموقع,8043.50,8043.50,d5789445-11e3-4ad6-9297-b56521675114
2338,2024-06-01,اكراميه سياره الماده ,7310.00,7310.00,d5789445-11e3-4ad6-9297-b56521675114
2338,2025-03-16,عطله الحدادين بالخصم علي احمد خميس الكهريائي,373100.00,373100.00,d5789445-11e3-4ad6-9297-b56521675114
2339,2024-06-03,مياه للمهندسين,12115.00,12115.00,d5789445-11e3-4ad6-9297-b56521675114
2339,2025-03-19,اكراميه البامب لصب سقف التالت 34+ طبانه 36,83710.00,83710.00,d5789445-11e3-4ad6-9297-b56521675114
2340,2024-06-06,بنزين للمولد ,327775.00,327775.00,d5789445-11e3-4ad6-9297-b56521675114
2340,2025-03-23,سلفه من راتب مهندس مصطفي ,175950.00,175950.00,d5789445-11e3-4ad6-9297-b56521675114
2341,2024-06-06,من ح/ الخزينه ( استرجاع مصاريف صيانه السياره في بدر),700.00,700.00,d5789445-11e3-4ad6-9297-b56521675114
2342,2024-06-12,الي ح/ النقديه (راتب ا علي  عن شهر 5,23790.00,23790.00,d5789445-11e3-4ad6-9297-b56521675114
2343,2024-06-13,الي ح/ النقديه (باقي رواتب شهر 5,1043497.00,1043497.00,d5789445-11e3-4ad6-9297-b56521675114
2344,2024-06-30,رسوم تحويل لبنك محلي لحسام ندير,3767.00,3767.00,d5789445-11e3-4ad6-9297-b56521675114
2345,2024-07-01,الي ح/ النقديه (سلفيه من راتب الغفير احمد الصعيدي عن شهر 6 ,45790.00,45790.00,d5789445-11e3-4ad6-9297-b56521675114
2346,2024-07-04,دفعه من حساب شركه نور الدين لتوريد الكهرباء,228530.00,228530.00,d5789445-11e3-4ad6-9297-b56521675114
2347,2024-07-07,الي ح/ النقديه (رواتب الغفر عن شهر 6,215900.00,215900.00,d5789445-11e3-4ad6-9297-b56521675114
2348,2024-07-14,الي ح/ النقديه (سلفيه من راتب حسام ندير عن شهر 7,575820.00,575820.00,d5789445-11e3-4ad6-9297-b56521675114
2349,2024-07-18,دفعه من حساب شركه نور الدين لتوريد الكهرباء,254210.00,254210.00,d5789445-11e3-4ad6-9297-b56521675114
2350,2024-07-25,دفعه من حساب العماله علي 3مرات,346540.00,346540.00,d5789445-11e3-4ad6-9297-b56521675114
2351,2024-07-28,دفعه من مستخلص صحي علي فرج,415510.00,415510.00,d5789445-11e3-4ad6-9297-b56521675114
2352,2024-08-01,دفعه من حساب مورد البلاط اسماعيل ,206610.00,206610.00,d5789445-11e3-4ad6-9297-b56521675114
2353,2024-08-07,دفعه من مستخلص نقاشه عبد الحميد,18075.00,18075.00,d5789445-11e3-4ad6-9297-b56521675114
2354,2024-08-13,دفعه من حساب شركه الفاتراست للوحات,851758.00,851758.00,d5789445-11e3-4ad6-9297-b56521675114
2355,2024-08-18,شكاره جروت +اديبوند لاعمده 41,12540.00,12540.00,d5789445-11e3-4ad6-9297-b56521675114
2356,2024-08-22,مياه للموقع,431585.00,431585.00,d5789445-11e3-4ad6-9297-b56521675114
2357,2024-08-28,سلفيه من راتب ا حسن عن شهر 8,27500.00,27500.00,d5789445-11e3-4ad6-9297-b56521675114
2358,2024-08-29,دفعه من حساب شركه نور الدين لتوريد الكهرباء,418035.00,418035.00,d5789445-11e3-4ad6-9297-b56521675114
2359,2024-09-02,قلام وفيلات للمكتب الفني ا,113568.00,113568.00,d5789445-11e3-4ad6-9297-b56521675114
2360,2024-09-03,دفعه من حساب سركي العماله ,20945.00,20945.00,d5789445-11e3-4ad6-9297-b56521675114
2361,2024-09-05,تعتيق 15 بلته سيراميك لعماره 29,365956.00,365956.00,d5789445-11e3-4ad6-9297-b56521675114
2362,2024-09-09,تامينات جاري 22/24/التعويضات,544761.00,544761.00,d5789445-11e3-4ad6-9297-b56521675114
2363,2024-09-12,دفعه من حساب شركه نور الدين لتوريد الكهرباء,520650.00,520650.00,d5789445-11e3-4ad6-9297-b56521675114
2364,2024-09-19,باقي رواتب الغفر عن شهر 8,393810.00,393810.00,d5789445-11e3-4ad6-9297-b56521675114
2365,2024-09-23,شراء خشب من عبده الجزار 235 لوح *4.5م*10سم*2.5سم+222لوح*4.5م*12سم*2.5سم+مضاريف الخزن 1150ج+280ج من المره اللي فاتت,124260.00,124260.00,d5789445-11e3-4ad6-9297-b56521675114
2366,2024-09-23,(مرتجع فاتوره السباكه بتاريخ 12/9),780.00,780.00,d5789445-11e3-4ad6-9297-b56521675114
2367,2024-09-26,سلفيه من راب شهر 9 ا حسام ندير ,434600.00,434600.00,d5789445-11e3-4ad6-9297-b56521675114
2368,2024-10-03,دفعه من حساب مياه مصطفي كرم,140600.00,140600.00,d5789445-11e3-4ad6-9297-b56521675114
2369,2024-10-09,دفعه من حساب الاتحاد العربي,466000.00,466000.00,d5789445-11e3-4ad6-9297-b56521675114
2370,2024-10-14,شراء كيسه لكمبيوتر المحاسب +كيبورد,44660.00,44660.00,d5789445-11e3-4ad6-9297-b56521675114
2371,2024-10-15,بنزين سياره ا علي ,10431.50,10431.50,d5789445-11e3-4ad6-9297-b56521675114
2372,2024-10-18,دفعه من مستخلص نجاره كريم ,57700.00,57700.00,d5789445-11e3-4ad6-9297-b56521675114
2373,2024-10-21,فرمجه سقف الدور الثالث علوي عماره 41,111449.00,111449.00,d5789445-11e3-4ad6-9297-b56521675114
2374,2024-10-22,دفعه من ح ايجار القمط ,20905.00,20905.00,d5789445-11e3-4ad6-9297-b56521675114
2375,2024-10-26,اوبر للموظفين ذهاب وعوده للموقع,713015.00,713015.00,d5789445-11e3-4ad6-9297-b56521675114
2376,2024-10-27,من ح سلف / استاذ حسام من راتب شهر 10,4005.00,4005.00,d5789445-11e3-4ad6-9297-b56521675114
2377,2024-10-28,من ح اوبر ذهاب وعوده للموظفين,1745.00,1745.00,d5789445-11e3-4ad6-9297-b56521675114
2378,2024-10-30,من ح اكراميه تنزيل اسمنت,48309.00,48309.00,d5789445-11e3-4ad6-9297-b56521675114
2379,2024-10-31,باقي حساب بيتوميل للموقع,197350.00,197350.00,d5789445-11e3-4ad6-9297-b56521675114
2380,2024-11-04,بنزين للموقع ,4010.00,4010.00,d5789445-11e3-4ad6-9297-b56521675114
2381,2024-11-05,دفعه من ح العزل,15940.00,15940.00,d5789445-11e3-4ad6-9297-b56521675114
2382,2024-11-09,دفعه من ح (شركه نور الدين ),440000.00,440000.00,d5789445-11e3-4ad6-9297-b56521675114
2383,2024-11-11,مصاريف بوفيه ( شاي وسكر),13545.00,13545.00,d5789445-11e3-4ad6-9297-b56521675114
2384,2024-11-13,ملئ انبوبه الغاز للموظفين ,2417.00,2417.00,d5789445-11e3-4ad6-9297-b56521675114
2385,2024-11-17,دفعه من مستخلص / رامي البنا,225362.00,225362.00,d5789445-11e3-4ad6-9297-b56521675114
2386,2024-11-18,2كيلو مسمار 10 سم لصواعد عماره 29,6535.00,6535.00,d5789445-11e3-4ad6-9297-b56521675114
2387,2024-11-25,فرق في حساب المفارش ,870017.00,870017.00,d5789445-11e3-4ad6-9297-b56521675114
2388,2024-11-26,مصاريف بوفيه,2177.00,2177.00,d5789445-11e3-4ad6-9297-b56521675114
2389,2024-12-08,دفعه من ح الفا تراست (كهرباء),639420.00,639420.00,d5789445-11e3-4ad6-9297-b56521675114
2390,2024-12-09,سياره الاستشاري عن شهر 11,61681.00,61681.00,d5789445-11e3-4ad6-9297-b56521675114
2391,2024-12-11,اكراميات ف التامينات,119745.00,119745.00,d5789445-11e3-4ad6-9297-b56521675114
2392,2024-12-16,دفعه من ح العماله,8544.00,8544.00,d5789445-11e3-4ad6-9297-b56521675114
2393,2024-12-17,سهره الاستشاري لاستلام عنصر الحداده,85450.00,85450.00,d5789445-11e3-4ad6-9297-b56521675114
2394,2024-12-18,ايجار شقه المهندس محمد مشرف,22895.00,22895.00,d5789445-11e3-4ad6-9297-b56521675114
2395,2024-12-21,دفعه من ح امير,485300.00,485300.00,d5789445-11e3-4ad6-9297-b56521675114
2396,2024-12-23,2 قارورة مياه للموقع,178681.00,178681.00,d5789445-11e3-4ad6-9297-b56521675114
2398,2024-12-25,مكتبين + دولاب ,37627.00,37627.00,d5789445-11e3-4ad6-9297-b56521675114
2399,2024-12-26,5سلك رباط( للموقع) يوم 10/8/2024,212660.00,212660.00,d5789445-11e3-4ad6-9297-b56521675114
2400,2024-12-31,اكراميات ف الجهاز,86390.00,86390.00,d5789445-11e3-4ad6-9297-b56521675114
2401,2025-01-01,محبس سيراميكا ,11849.00,11849.00,d5789445-11e3-4ad6-9297-b56521675114
2402,2025-01-04,10 بكرات تيب 5 سم ,553061.00,553061.00,d5789445-11e3-4ad6-9297-b56521675114
2403,2025-01-05,اكراميه تنزيل ماده,8250.00,8250.00,d5789445-11e3-4ad6-9297-b56521675114
2404,2025-01-06,10لفه سلك رباط*825,247125.00,247125.00,d5789445-11e3-4ad6-9297-b56521675114
2405,2025-01-07,بنزين للموقع,18385.00,18385.00,d5789445-11e3-4ad6-9297-b56521675114
2406,2025-01-12,اكراميه في الجهاز,315433.00,315433.00,d5789445-11e3-4ad6-9297-b56521675114
2407,2025-01-13,مياه للموقع,13190.00,13190.00,d5789445-11e3-4ad6-9297-b56521675114
2408,2025-01-14,مواصلات لوسط البلد لشراء السفاتي,18800.00,18800.00,d5789445-11e3-4ad6-9297-b56521675114
2409,2025-01-15,تحريب 2 لفه حديد *1100,171545.00,171545.00,d5789445-11e3-4ad6-9297-b56521675114
2410,2025-01-16,سلفه من راتب م/ مصطفي,8420.00,8420.00,d5789445-11e3-4ad6-9297-b56521675114
2411,2025-01-18,الفرمجي لصب عامود الرابع 36,742295.00,742295.00,d5789445-11e3-4ad6-9297-b56521675114
2412,2025-01-23,سهره الاستشاري / صب العمود الرابع 36,25880.00,25880.00,d5789445-11e3-4ad6-9297-b56521675114
2413,2025-01-26,سلفه من راتب ا/ علي شهر 1,46000.00,46000.00,d5789445-11e3-4ad6-9297-b56521675114
2414,2025-01-27,الفرمجي لصب سقف التاني عماره 33,141643.00,141643.00,d5789445-11e3-4ad6-9297-b56521675114
2415,2025-01-28,الي ح المبيعات / بيع 2 شيكاره هاي ميكس + بكره تيب,430.00,430.00,d5789445-11e3-4ad6-9297-b56521675114
2416,2025-01-28,سهره لامير عن يوم الاربعاء 29/1/2025,440.00,440.00,d5789445-11e3-4ad6-9297-b56521675114
2417,2025-02-01,مصاريف بنكيه ( عموله ),197750.00,197750.00,d5789445-11e3-4ad6-9297-b56521675114
2418,2025-02-02,مشتريات للجهاز ( حبر + رومه ورق),6670.00,6670.00,d5789445-11e3-4ad6-9297-b56521675114
